,piece,current_position,next_position,skip,reward
43,"(255, 255, 255)","(3, 6)","(2, 7)",-,0
44,"(255, 255, 255)","(6, 3)","(7, 2)",-,4
45,"(255, 255, 255)","(5, 4)","(6, 5)",-,0
46,"(255, 255, 255)","(2, 7)","(3, 6)",-,0
47,"(255, 255, 255)","(6, 5)","(7, 4)",-,4
48,"(255, 255, 255)","(3, 6)","(2, 5)",-,0
49,"(255, 255, 255)","(2, 5)","(3, 4)",-,0
50,"(255, 255, 255)","(3, 4)","(2, 5)",-,0
51,"(255, 255, 255)","(2, 5)","(1, 6)",-,0
52,"(255, 255, 255)","(1, 6)","(2, 7)",-,0
53,"(255, 255, 255)","(7, 4)","(5, 2)","[(255, 0, 0)]",40
54,"(255, 255, 255)","(5, 2)","(4, 1)",-,0
55,"(255, 255, 255)","(4, 1)","(5, 2)",-,0
56,"(255, 255, 255)","(7, 2)","(6, 3)",-,0
57,"(255, 255, 255)","(6, 3)","(7, 4)",-,4
58,"(255, 255, 255)","(7, 4)","(6, 3)",-,0
59,"(255, 255, 255)","(2, 7)","(1, 6)",-,0
60,"(255, 255, 255)","(6, 3)","(7, 4)",-,4
61,"(255, 255, 255)","(5, 2)","(6, 3)",-,0
62,"(255, 255, 255)","(7, 4)","(6, 5)",-,0
63,"(255, 255, 255)","(6, 5)","(5, 4)",-,0
64,"(255, 255, 255)","(1, 6)","(0, 7)",-,4
65,"(255, 255, 255)","(5, 4)","(6, 5)",-,0
66,"(255, 255, 255)","(6, 3)","(7, 4)",-,4
67,"(255, 255, 255)","(7, 4)","(6, 3)",-,0
68,"(255, 255, 255)","(6, 3)","(7, 4)",-,4
69,"(255, 255, 255)","(7, 4)","(6, 3)",-,0
70,"(255, 255, 255)","(6, 3)","(7, 2)",-,4
71,"(255, 255, 255)","(6, 5)","(5, 6)",-,0
72,"(255, 255, 255)","(5, 6)","(4, 5)",-,0
73,"(255, 255, 255)","(4, 5)","(3, 6)",-,0
74,"(255, 255, 255)","(3, 6)","(4, 7)",-,0
75,"(255, 255, 255)","(4, 7)","(3, 6)",-,0
76,"(255, 255, 255)","(7, 2)","(6, 1)",-,0
77,"(255, 255, 255)","(6, 1)","(7, 0)",-,4
78,"(255, 255, 255)","(0, 7)","(1, 6)",-,0
79,"(255, 255, 255)","(7, 0)","(6, 1)",-,0
80,"(255, 255, 255)","(6, 1)","(7, 0)",-,4
81,"(255, 255, 255)","(1, 6)","(3, 4)","[(255, 0, 0)]",40
82,"(255, 255, 255)","(7, 0)","(6, 1)",-,0
83,"(255, 255, 255)","(6, 1)","(5, 0)",-,0
84,"(255, 255, 255)","(3, 4)","(4, 5)",-,0
85,"(255, 255, 255)","(4, 5)","(3, 4)",-,0
86,"(255, 255, 255)","(3, 4)","(2, 5)",-,0
87,"(255, 255, 255)","(5, 0)","(6, 1)",-,0
88,"(255, 255, 255)","(2, 5)","(1, 4)",-,0
89,"(255, 255, 255)","(6, 1)","(5, 0)",-,0
90,"(255, 255, 255)","(5, 0)","(6, 1)",-,0
91,"(255, 255, 255)","(6, 1)","(7, 0)",-,4
92,"(255, 255, 255)","(7, 0)","(6, 1)",-,0
93,"(255, 255, 255)","(6, 1)","(7, 2)",-,4
94,"(255, 255, 255)","(7, 2)","(6, 3)",-,0
95,"(255, 255, 255)","(6, 3)","(5, 2)",-,0
96,"(255, 255, 255)","(5, 2)","(4, 3)",-,0
97,"(255, 255, 255)","(4, 3)","(5, 4)",-,0
98,"(255, 255, 255)","(5, 4)","(4, 5)",-,0
99,"(255, 255, 255)","(4, 5)","(5, 4)",-,0
100,"(255, 255, 255)","(5, 4)","(6, 3)",-,0
101,"(255, 255, 255)","(6, 3)","(5, 4)",-,0
102,"(255, 255, 255)","(5, 4)","(6, 3)",-,0
103,"(255, 255, 255)","(6, 3)","(5, 2)",-,0
104,"(255, 255, 255)","(5, 2)","(6, 3)",-,0
105,"(255, 255, 255)","(6, 3)","(5, 2)",-,0
106,"(255, 255, 255)","(5, 2)","(6, 1)",-,0
107,"(255, 255, 255)","(6, 1)","(5, 2)",-,0
108,"(255, 255, 255)","(5, 2)","(7, 4)","[(255, 0, 0)]",44
109,"(255, 255, 255)","(7, 4)","(6, 5)",-,0
110,"(255, 255, 255)","(6, 5)","(5, 4)",-,0
111,"(255, 255, 255)","(5, 4)","(6, 3)",-,0
112,"(255, 255, 255)","(6, 3)","(7, 2)",-,4
113,"(255, 255, 255)","(7, 2)","(6, 3)",-,0
114,"(255, 255, 255)","(6, 3)","(7, 4)",-,4
115,"(255, 255, 255)","(7, 4)","(6, 5)",-,0
116,"(255, 255, 255)","(6, 5)","(7, 4)",-,4
117,"(255, 255, 255)","(7, 4)","(5, 6)","[(255, 0, 0)]",40
118,"(255, 255, 255)","(5, 6)","(4, 5)",-,0
119,"(255, 255, 255)","(4, 5)","(5, 6)",-,0
120,"(255, 255, 255)","(5, 6)","(6, 5)",-,0
121,"(255, 255, 255)","(6, 5)","(7, 4)",-,4
122,"(255, 255, 255)","(7, 4)","(6, 5)",-,0
123,"(255, 255, 255)","(6, 5)","(5, 6)",-,0
124,"(255, 255, 255)","(5, 6)","(6, 7)",-,0
125,"(255, 255, 255)","(6, 7)","(7, 6)",-,4
126,"(255, 255, 255)","(7, 6)","(6, 5)",-,0
127,"(255, 255, 255)","(6, 5)","(7, 4)",-,4
128,"(255, 255, 255)","(7, 4)","(6, 3)",-,0
129,"(255, 255, 255)","(6, 3)","(5, 2)",-,0
130,"(255, 255, 255)","(5, 2)","(4, 3)",-,0
131,"(255, 255, 255)","(4, 3)","(3, 4)",-,0
132,"(255, 255, 255)","(3, 4)","(4, 5)",-,0
133,"(255, 255, 255)","(4, 5)","(3, 4)",-,0
134,"(255, 255, 255)","(3, 4)","(2, 5)",-,0
135,"(255, 255, 255)","(2, 5)","(1, 4)",-,0
136,"(255, 255, 255)","(1, 4)","(0, 3)",-,4
137,"(255, 255, 255)","(0, 3)","(1, 2)",-,0
138,"(255, 255, 255)","(1, 2)","(0, 3)",-,4
139,"(255, 255, 255)","(0, 3)","(1, 4)",-,0
140,"(255, 255, 255)","(1, 4)","(0, 5)",-,4
141,"(255, 255, 255)","(0, 5)","(1, 4)",-,0
142,"(255, 255, 255)","(1, 4)","(2, 3)",-,0
143,"(255, 255, 255)","(2, 3)","(3, 2)",-,0
144,"(255, 255, 255)","(3, 2)","(4, 1)",-,0
145,"(255, 255, 255)","(4, 1)","(5, 0)",-,0
146,"(255, 255, 255)","(5, 0)","(4, 1)",-,0
147,"(255, 255, 255)","(4, 1)","(5, 0)",-,0
148,"(255, 255, 255)","(5, 0)","(4, 1)",-,0
149,"(255, 255, 255)","(4, 1)","(5, 0)",-,0
150,"(255, 255, 255)","(5, 0)","(4, 1)",-,0
151,"(255, 255, 255)","(4, 1)","(3, 0)",-,0
152,"(255, 255, 255)","(3, 0)","(4, 1)",-,0
153,"(255, 255, 255)","(4, 1)","(5, 0)",-,0
154,"(255, 255, 255)","(5, 0)","(4, 1)",-,0
155,"(255, 255, 255)","(4, 1)","(5, 2)",-,0
156,"(255, 255, 255)","(5, 2)","(6, 1)",-,0
157,"(255, 255, 255)","(6, 1)","(5, 2)",-,0
158,"(255, 255, 255)","(5, 2)","(6, 3)",-,0
159,"(255, 255, 255)","(6, 3)","(5, 4)",-,0
160,"(255, 255, 255)","(5, 4)","(6, 5)",-,0
161,"(255, 255, 255)","(6, 5)","(5, 4)",-,0
162,"(255, 255, 255)","(5, 4)","(6, 3)",-,0
163,"(255, 255, 255)","(6, 3)","(7, 2)",-,4
164,"(255, 255, 255)","(7, 2)","(6, 3)",-,0
165,"(255, 255, 255)","(6, 3)","(7, 2)",-,4
166,"(255, 255, 255)","(7, 2)","(5, 0)","[(255, 0, 0)]",40
